Year,State Name,Indicator,total_deaths,rank_within_drug,top10_flag,national_all_drug_total,national_prev_year,national_yoy_change,national_yoy_pct,national_drug_total,ma_3yr,ma_5yr
2021,District of Columbia,Number of Deaths,7154.0,50,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,District of Columbia,Number of Deaths,6802.0,50,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,District of Columbia,Number of Deaths,6563.0,50,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,District of Columbia,Number of Deaths,6168.0,51,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Florida,Number of Deaths,194297.0,2,1,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Florida,Number of Deaths,199964.0,2,1,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Florida,Number of Deaths,206171.0,2,1,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Florida,Number of Deaths,208121.0,2,1,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Florida,Number of Deaths,209740.0,2,1,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Florida,Number of Deaths,243105.0,3,1,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Florida,Number of Deaths,264827.0,3,1,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Florida,Number of Deaths,242593.0,3,1,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Florida,Number of Deaths,231934.0,3,1,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Florida,Number of Deaths,230936.0,3,1,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Georgia,Number of Deaths,80541.0,10,1,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Georgia,Number of Deaths,81783.0,10,1,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Georgia,Number of Deaths,83679.0,10,1,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Georgia,Number of Deaths,85746.0,10,1,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Georgia,Number of Deaths,86176.0,10,1,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Georgia,Number of Deaths,103561.0,10,1,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Georgia,Number of Deaths,112804.0,10,1,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Georgia,Number of Deaths,102871.0,10,1,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Georgia,Number of Deaths,96883.0,10,1,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Georgia,Number of Deaths,97004.0,10,1,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Hawaii,Number of Deaths,11208.0,44,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Hawaii,Number of Deaths,11041.0,44,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Hawaii,Number of Deaths,11508.0,44,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Hawaii,Number of Deaths,11543.0,44,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Hawaii,Number of Deaths,11742.0,44,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Hawaii,Number of Deaths,12070.0,45,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Hawaii,Number of Deaths,12880.0,44,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Hawaii,Number of Deaths,13316.0,44,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Hawaii,Number of Deaths,12744.0,44,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Hawaii,Number of Deaths,12884.0,44,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Idaho,Number of Deaths,12987.0,42,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Idaho,Number of Deaths,13297.0,42,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Idaho,Number of Deaths,13908.0,42,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Idaho,Number of Deaths,14168.0,42,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Idaho,Number of Deaths,14338.0,42,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Idaho,Number of Deaths,16468.0,41,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Idaho,Number of Deaths,18363.0,41,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Idaho,Number of Deaths,17083.0,42,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Idaho,Number of Deaths,16494.0,42,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Idaho,Number of Deaths,16785.0,41,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Illinois,Number of Deaths,103953.0,6,1,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Illinois,Number of Deaths,104091.0,6,1,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Illinois,Number of Deaths,106635.0,6,1,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Illinois,Number of Deaths,106880.0,6,1,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Illinois,Number of Deaths,105820.0,6,1,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Illinois,Number of Deaths,128733.0,6,1,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Illinois,Number of Deaths,120967.0,6,1,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Illinois,Number of Deaths,119471.0,6,1,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Illinois,Number of Deaths,110422.0,6,1,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Illinois,Number of Deaths,108664.0,6,1,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Indiana,Number of Deaths,63255.0,14,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Indiana,Number of Deaths,64051.0,14,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Indiana,Number of Deaths,66053.0,14,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Indiana,Number of Deaths,66226.0,14,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Indiana,Number of Deaths,66516.0,14,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Indiana,Number of Deaths,79145.0,15,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Indiana,Number of Deaths,79352.0,15,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Indiana,Number of Deaths,76091.0,14,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Indiana,Number of Deaths,70397.0,14,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Indiana,Number of Deaths,70072.0,15,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Iowa,Number of Deaths,29291.0,33,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Iowa,Number of Deaths,29318.0,34,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Iowa,Number of Deaths,30242.0,34,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Iowa,Number of Deaths,30190.0,33,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Iowa,Number of Deaths,30669.0,33,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Iowa,Number of Deaths,35658.0,33,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Iowa,Number of Deaths,33999.0,33,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Iowa,Number of Deaths,33788.0,34,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Iowa,Number of Deaths,32332.0,34,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Iowa,Number of Deaths,32475.0,34,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Kansas,Number of Deaths,25863.0,35,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Kansas,Number of Deaths,25489.0,35,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Kansas,Number of Deaths,26148.0,35,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Kansas,Number of Deaths,26492.0,35,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Kansas,Number of Deaths,26719.0,35,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Kansas,Number of Deaths,31125.0,36,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Kansas,Number of Deaths,31044.0,36,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Kansas,Number of Deaths,30636.0,36,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Kansas,Number of Deaths,28420.0,36,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Kansas,Number of Deaths,28386.0,36,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Kentucky,Number of Deaths,46195.0,24,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Kentucky,Number of Deaths,47606.0,23,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Kentucky,Number of Deaths,48014.0,24,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Kentucky,Number of Deaths,48342.0,24,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Kentucky,Number of Deaths,48821.0,24,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Kentucky,Number of Deaths,55709.0,25,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Kentucky,Number of Deaths,60379.0,23,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Kentucky,Number of Deaths,57183.0,23,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Kentucky,Number of Deaths,53134.0,23,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Kentucky,Number of Deaths,52308.0,24,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Louisiana,Number of Deaths,43914.0,25,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Louisiana,Number of Deaths,44411.0,25,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Louisiana,Number of Deaths,45953.0,25,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Louisiana,Number of Deaths,46187.0,25,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Louisiana,Number of Deaths,46105.0,25,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Louisiana,Number of Deaths,56828.0,24,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Louisiana,Number of Deaths,57499.0,24,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Louisiana,Number of Deaths,52527.0,25,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Louisiana,Number of Deaths,49547.0,25,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Louisiana,Number of Deaths,49307.0,26,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Maine,Number of Deaths,14324.0,41,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Maine,Number of Deaths,14069.0,41,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Maine,Number of Deaths,14513.0,41,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Maine,Number of Deaths,14548.0,41,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Maine,Number of Deaths,14877.0,41,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Maine,Number of Deaths,15620.0,42,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Maine,Number of Deaths,17129.0,42,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Maine,Number of Deaths,17145.0,41,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Maine,Number of Deaths,16627.0,41,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Maine,Number of Deaths,16413.0,42,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Maryland,Number of Deaths,47162.0,22,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Maryland,Number of Deaths,48668.0,22,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Maryland,Number of Deaths,49670.0,22,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Maryland,Number of Deaths,50272.0,22,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Maryland,Number of Deaths,50486.0,22,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Maryland,Number of Deaths,59644.0,23,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Maryland,Number of Deaths,57476.0,25,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Maryland,Number of Deaths,55600.0,24,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Maryland,Number of Deaths,52521.0,24,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Maryland,Number of Deaths,52499.0,23,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Massachusetts,Number of Deaths,58761.0,16,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Massachusetts,Number of Deaths,57861.0,16,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Massachusetts,Number of Deaths,59727.0,16,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Massachusetts,Number of Deaths,60038.0,17,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Massachusetts,Number of Deaths,59607.0,17,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Massachusetts,Number of Deaths,68931.0,18,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Massachusetts,Number of Deaths,63958.0,20,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Massachusetts,Number of Deaths,64224.0,18,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Massachusetts,Number of Deaths,61944.0,18,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Massachusetts,Number of Deaths,60752.0,18,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Michigan,Number of Deaths,93920.0,8,1,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Michigan,Number of Deaths,94840.0,8,1,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Michigan,Number of Deaths,96266.0,8,1,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Michigan,Number of Deaths,97545.0,8,1,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Michigan,Number of Deaths,97756.0,8,1,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Michigan,Number of Deaths,115487.0,8,1,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Michigan,Number of Deaths,116049.0,9,1,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Michigan,Number of Deaths,108996.0,9,1,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Michigan,Number of Deaths,101952.0,9,1,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Michigan,Number of Deaths,101518.0,9,1,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Minnesota,Number of Deaths,42713.0,26,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Minnesota,Number of Deaths,43134.0,26,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Minnesota,Number of Deaths,44295.0,26,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Minnesota,Number of Deaths,44751.0,26,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Minnesota,Number of Deaths,45391.0,26,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Minnesota,Number of Deaths,52186.0,26,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Minnesota,Number of Deaths,51452.0,26,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Minnesota,Number of Deaths,51120.0,26,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Minnesota,Number of Deaths,49177.0,26,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Minnesota,Number of Deaths,49741.0,25,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Mississippi,Number of Deaths,31006.0,30,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Mississippi,Number of Deaths,31016.0,31,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Mississippi,Number of Deaths,31460.0,32,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Mississippi,Number of Deaths,31692.0,31,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Mississippi,Number of Deaths,32038.0,31,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Mississippi,Number of Deaths,39309.0,30,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Mississippi,Number of Deaths,40300.0,30,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Mississippi,Number of Deaths,36815.0,31,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Mississippi,Number of Deaths,34025.0,32,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Mississippi,Number of Deaths,34174.0,31,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Missouri,Number of Deaths,61995.0,15,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Missouri,Number of Deaths,61888.0,15,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Missouri,Number of Deaths,64202.0,15,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Missouri,Number of Deaths,65507.0,15,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Missouri,Number of Deaths,64777.0,15,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Missouri,Number of Deaths,76268.0,17,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Missouri,Number of Deaths,76515.0,16,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Missouri,Number of Deaths,74022.0,16,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Missouri,Number of Deaths,68840.0,16,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Missouri,Number of Deaths,69083.0,16,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Montana,Number of Deaths,9901.0,46,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Montana,Number of Deaths,9941.0,46,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Montana,Number of Deaths,10270.0,46,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Montana,Number of Deaths,9986.0,46,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Montana,Number of Deaths,10439.0,46,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Montana,Number of Deaths,12008.0,46,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Montana,Number of Deaths,12776.0,45,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Montana,Number of Deaths,11773.0,45,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Montana,Number of Deaths,11238.0,45,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Montana,Number of Deaths,11583.0,45,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Nebraska,Number of Deaths,16957.0,40,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Nebraska,Number of Deaths,16400.0,40,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Nebraska,Number of Deaths,17084.0,40,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Nebraska,Number of Deaths,17166.0,40,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Nebraska,Number of Deaths,17197.0,40,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Nebraska,Number of Deaths,19702.0,40,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Nebraska,Number of Deaths,19101.0,40,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Nebraska,Number of Deaths,18795.0,40,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Nebraska,Number of Deaths,18571.0,40,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Nebraska,Number of Deaths,18526.0,40,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,Nevada,Number of Deaths,23647.0,36,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,Nevada,Number of Deaths,24692.0,36,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,Nevada,Number of Deaths,25689.0,36,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,Nevada,Number of Deaths,25569.0,36,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,Nevada,Number of Deaths,26443.0,36,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,Nevada,Number of Deaths,31391.0,35,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,Nevada,Number of Deaths,33951.0,34,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,Nevada,Number of Deaths,32037.0,35,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,Nevada,Number of Deaths,29886.0,35,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
2024,Nevada,Number of Deaths,30587.0,35,0,3082466.0,3101016.0,-18550.0,-0.6,3082466.0,3157683.6666666665,3267089.8
2015,New Hampshire,Number of Deaths,11724.0,43,0,2718198.0,,,,2718198.0,2718198.0,2718198.0
2016,New Hampshire,Number of Deaths,11909.0,43,0,2749864.0,2718198.0,31666.0,1.16,2749864.0,2734031.0,2734031.0
2017,New Hampshire,Number of Deaths,12288.0,43,0,2820034.0,2749864.0,70170.0,2.55,2820034.0,2762698.6666666665,2762698.6666666665
2018,New Hampshire,Number of Deaths,12509.0,43,0,2846305.0,2820034.0,26271.0,0.93,2846305.0,2805401.0,2783600.25
2019,New Hampshire,Number of Deaths,12408.0,43,0,2861523.0,2846305.0,15218.0,0.53,2861523.0,2842620.6666666665,2799184.8
2020,New Hampshire,Number of Deaths,13513.0,43,0,3390278.0,2861523.0,528755.0,18.48,3390278.0,3032702.0,2933600.8
2021,New Hampshire,Number of Deaths,13869.0,43,0,3472120.0,3390278.0,81842.0,2.41,3472120.0,3241307.0,3078052.0
2022,New Hampshire,Number of Deaths,14313.0,43,0,3289569.0,3472120.0,-182551.0,-5.26,3289569.0,3383989.0,3171959.0
2023,New Hampshire,Number of Deaths,13880.0,43,0,3101016.0,3289569.0,-188553.0,-5.73,3101016.0,3287568.3333333335,3222901.2
