Year,State Name,Indicator,Total Deaths,Status
2018,Michigan,Psychostimulants with abuse potential (T43.6),165.0,Final
2018,Michigan,"Synthetic opioids, excl. methadone (T40.4)",1535.0,Final
2019,Michigan,Cocaine (T40.5),,Final
2019,Michigan,Heroin (T40.1),,Final
2019,Michigan,Methadone (T40.3),,Final
2019,Michigan,Natural & semi-synthetic opioids (T40.2),,Final
2019,Michigan,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2019,Michigan,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2019,Michigan,Number of Deaths,97756.0,Final
2019,Michigan,Number of Drug Overdose Deaths,2358.0,Final
2019,Michigan,"Opioids (T40.0-T40.4,T40.6)",,Final
2019,Michigan,Percent with drugs specified,89.48261238,Final
2019,Michigan,Psychostimulants with abuse potential (T43.6),,Final
2019,Michigan,"Synthetic opioids, excl. methadone (T40.4)",,Final
2020,Michigan,Cocaine (T40.5),666.0,Final
2020,Michigan,Heroin (T40.1),454.0,Final
2020,Michigan,Methadone (T40.3),123.0,Final
2020,Michigan,Natural & semi-synthetic opioids (T40.2),386.0,Final
2020,Michigan,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",494.0,Final
2020,Michigan,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2143.0,Final
2020,Michigan,Number of Deaths,115487.0,Final
2020,Michigan,Number of Drug Overdose Deaths,2750.0,Final
2020,Michigan,"Opioids (T40.0-T40.4,T40.6)",2185.0,Final
2020,Michigan,Percent with drugs specified,91.96363636,Final
2020,Michigan,Psychostimulants with abuse potential (T43.6),385.0,Final
2020,Michigan,"Synthetic opioids, excl. methadone (T40.4)",1929.0,Final
2021,Michigan,Cocaine (T40.5),937.0,Final
2021,Michigan,Heroin (T40.1),208.0,Final
2021,Michigan,Methadone (T40.3),114.0,Final
2021,Michigan,Natural & semi-synthetic opioids (T40.2),415.0,Final
2021,Michigan,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",513.0,Final
2021,Michigan,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2519.0,Final
2021,Michigan,Number of Deaths,116049.0,Final
2021,Michigan,Number of Drug Overdose Deaths,3092.0,Final
2021,Michigan,"Opioids (T40.0-T40.4,T40.6)",2546.0,Final
2021,Michigan,Percent with drugs specified,96.57179819,Final
2021,Michigan,Psychostimulants with abuse potential (T43.6),516.0,Final
2021,Michigan,"Synthetic opioids, excl. methadone (T40.4)",2295.0,Final
2022,Michigan,Cocaine (T40.5),1073.0,Final
2022,Michigan,Heroin (T40.1),156.0,Final
2022,Michigan,Methadone (T40.3),74.0,Final
2022,Michigan,Natural & semi-synthetic opioids (T40.2),293.0,Final
2022,Michigan,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",357.0,Final
2022,Michigan,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2392.0,Final
2022,Michigan,Number of Deaths,108996.0,Final
2022,Michigan,Number of Drug Overdose Deaths,2969.0,Final
2022,Michigan,"Opioids (T40.0-T40.4,T40.6)",2409.0,Final
2022,Michigan,Percent with drugs specified,97.03603907,Final
2022,Michigan,Psychostimulants with abuse potential (T43.6),480.0,Final
2022,Michigan,"Synthetic opioids, excl. methadone (T40.4)",2215.0,Final
2023,Michigan,Cocaine (T40.5),1195.0,Final
2023,Michigan,Heroin (T40.1),85.0,Final
2023,Michigan,Methadone (T40.3),61.0,Final
2023,Michigan,Natural & semi-synthetic opioids (T40.2),230.0,Final
2023,Michigan,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",285.0,Final
2023,Michigan,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2297.0,Final
2023,Michigan,Number of Deaths,101952.0,Final
2023,Michigan,Number of Drug Overdose Deaths,2885.0,Final
2023,Michigan,"Opioids (T40.0-T40.4,T40.6)",2306.0,Final
2023,Michigan,Percent with drugs specified,97.57365685,Final
2023,Michigan,Psychostimulants with abuse potential (T43.6),496.0,Final
2023,Michigan,"Synthetic opioids, excl. methadone (T40.4)",2148.0,Final
2024,Michigan,Cocaine (T40.5),773.0,Final
2024,Michigan,Heroin (T40.1),71.0,Final
2024,Michigan,Methadone (T40.3),68.0,Final
2024,Michigan,Natural & semi-synthetic opioids (T40.2),227.0,Final
2024,Michigan,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",286.0,Final
2024,Michigan,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1349.0,Final
2024,Michigan,Number of Deaths,101518.0,Final
2024,Michigan,Number of Drug Overdose Deaths,1945.0,Final
2024,Michigan,"Opioids (T40.0-T40.4,T40.6)",1355.0,Final
2024,Michigan,Percent with drugs specified,96.65809769,Final
2024,Michigan,Psychostimulants with abuse potential (T43.6),356.0,Final
2024,Michigan,"Synthetic opioids, excl. methadone (T40.4)",1181.0,Final
2025,Michigan,Cocaine (T40.5),699.0,Provisional
2025,Michigan,Heroin (T40.1),69.0,Provisional
2025,Michigan,Methadone (T40.3),58.0,Provisional
2025,Michigan,Natural & semi-synthetic opioids (T40.2),216.0,Provisional
2025,Michigan,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",268.0,Provisional
2025,Michigan,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1143.0,Provisional
2025,Michigan,Number of Deaths,103221.0,Provisional
2025,Michigan,Number of Drug Overdose Deaths,1740.0,Provisional
2025,Michigan,"Opioids (T40.0-T40.4,T40.6)",1146.0,Provisional
2025,Michigan,Percent with drugs specified,96.55172414,Provisional
2025,Michigan,Psychostimulants with abuse potential (T43.6),328.0,Provisional
2025,Michigan,"Synthetic opioids, excl. methadone (T40.4)",973.0,Provisional
2015,Minnesota,Cocaine (T40.5),,Final
2015,Minnesota,Heroin (T40.1),,Final
2015,Minnesota,Methadone (T40.3),,Final
2015,Minnesota,Natural & semi-synthetic opioids (T40.2),,Final
2015,Minnesota,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2015,Minnesota,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2015,Minnesota,Number of Deaths,42713.0,Final
2015,Minnesota,Number of Drug Overdose Deaths,592.0,Final
2015,Minnesota,"Opioids (T40.0-T40.4,T40.6)",,Final
2015,Minnesota,Percent with drugs specified,85.81081081,Final
2015,Minnesota,Psychostimulants with abuse potential (T43.6),,Final
2015,Minnesota,"Synthetic opioids, excl. methadone (T40.4)",,Final
2016,Minnesota,Cocaine (T40.5),,Final
2016,Minnesota,Heroin (T40.1),,Final
2016,Minnesota,Methadone (T40.3),,Final
2016,Minnesota,Natural & semi-synthetic opioids (T40.2),,Final
2016,Minnesota,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2016,Minnesota,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2016,Minnesota,Number of Deaths,43134.0,Final
2016,Minnesota,Number of Drug Overdose Deaths,664.0,Final
2016,Minnesota,"Opioids (T40.0-T40.4,T40.6)",,Final
2016,Minnesota,Percent with drugs specified,85.69277108,Final
2016,Minnesota,Psychostimulants with abuse potential (T43.6),,Final
2016,Minnesota,"Synthetic opioids, excl. methadone (T40.4)",,Final
2017,Minnesota,Cocaine (T40.5),,Final
2017,Minnesota,Heroin (T40.1),,Final
2017,Minnesota,Methadone (T40.3),,Final
2017,Minnesota,Natural & semi-synthetic opioids (T40.2),,Final
2017,Minnesota,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2017,Minnesota,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2017,Minnesota,Number of Deaths,44295.0,Final
2017,Minnesota,Number of Drug Overdose Deaths,728.0,Final
2017,Minnesota,"Opioids (T40.0-T40.4,T40.6)",,Final
2017,Minnesota,Percent with drugs specified,87.5,Final
2017,Minnesota,Psychostimulants with abuse potential (T43.6),,Final
2017,Minnesota,"Synthetic opioids, excl. methadone (T40.4)",,Final
2018,Minnesota,Cocaine (T40.5),,Final
2018,Minnesota,Heroin (T40.1),,Final
2018,Minnesota,Methadone (T40.3),,Final
2018,Minnesota,Natural & semi-synthetic opioids (T40.2),,Final
2018,Minnesota,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2018,Minnesota,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2018,Minnesota,Number of Deaths,44751.0,Final
2018,Minnesota,Number of Drug Overdose Deaths,639.0,Final
2018,Minnesota,"Opioids (T40.0-T40.4,T40.6)",,Final
2018,Minnesota,Percent with drugs specified,84.97652582,Final
2018,Minnesota,Psychostimulants with abuse potential (T43.6),,Final
2018,Minnesota,"Synthetic opioids, excl. methadone (T40.4)",,Final
2019,Minnesota,Cocaine (T40.5),,Final
2019,Minnesota,Heroin (T40.1),,Final
2019,Minnesota,Methadone (T40.3),,Final
2019,Minnesota,Natural & semi-synthetic opioids (T40.2),,Final
2019,Minnesota,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2019,Minnesota,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2019,Minnesota,Number of Deaths,45391.0,Final
2019,Minnesota,Number of Drug Overdose Deaths,788.0,Final
2019,Minnesota,"Opioids (T40.0-T40.4,T40.6)",,Final
2019,Minnesota,Percent with drugs specified,85.27918782,Final
2019,Minnesota,Psychostimulants with abuse potential (T43.6),,Final
2019,Minnesota,"Synthetic opioids, excl. methadone (T40.4)",,Final
2020,Minnesota,Cocaine (T40.5),,Final
2020,Minnesota,Heroin (T40.1),,Final
2020,Minnesota,Methadone (T40.3),,Final
2020,Minnesota,Natural & semi-synthetic opioids (T40.2),,Final
2020,Minnesota,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2020,Minnesota,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2020,Minnesota,Number of Deaths,52186.0,Final
2020,Minnesota,Number of Drug Overdose Deaths,1065.0,Final
2020,Minnesota,"Opioids (T40.0-T40.4,T40.6)",,Final
2020,Minnesota,Percent with drugs specified,89.20187793,Final
2020,Minnesota,Psychostimulants with abuse potential (T43.6),,Final
2020,Minnesota,"Synthetic opioids, excl. methadone (T40.4)",,Final
2021,Minnesota,Cocaine (T40.5),158.0,Final
2021,Minnesota,Heroin (T40.1),103.0,Final
2021,Minnesota,Methadone (T40.3),50.0,Final
2021,Minnesota,Natural & semi-synthetic opioids (T40.2),164.0,Final
2021,Minnesota,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",203.0,Final
2021,Minnesota,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",952.0,Final
2021,Minnesota,Number of Deaths,51452.0,Final
2021,Minnesota,Number of Drug Overdose Deaths,1344.0,Final
2021,Minnesota,"Opioids (T40.0-T40.4,T40.6)",964.0,Final
2021,Minnesota,Percent with drugs specified,91.74107143,Final
2021,Minnesota,Psychostimulants with abuse potential (T43.6),477.0,Final
2021,Minnesota,"Synthetic opioids, excl. methadone (T40.4)",868.0,Final
2022,Minnesota,Cocaine (T40.5),216.0,Final
2022,Minnesota,Heroin (T40.1),47.0,Final
2022,Minnesota,Methadone (T40.3),49.0,Final
2022,Minnesota,Natural & semi-synthetic opioids (T40.2),140.0,Final
2022,Minnesota,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",181.0,Final
2022,Minnesota,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1034.0,Final
2022,Minnesota,Number of Deaths,51120.0,Final
2022,Minnesota,Number of Drug Overdose Deaths,1392.0,Final
2022,Minnesota,"Opioids (T40.0-T40.4,T40.6)",1039.0,Final
2022,Minnesota,Percent with drugs specified,97.4137931,Final
2022,Minnesota,Psychostimulants with abuse potential (T43.6),518.0,Final
2022,Minnesota,"Synthetic opioids, excl. methadone (T40.4)",958.0,Final
2023,Minnesota,Cocaine (T40.5),252.0,Final
2023,Minnesota,Heroin (T40.1),29.0,Final
2023,Minnesota,Methadone (T40.3),46.0,Final
2023,Minnesota,Natural & semi-synthetic opioids (T40.2),97.0,Final
2023,Minnesota,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",139.0,Final
2023,Minnesota,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1002.0,Final
2023,Minnesota,Number of Deaths,49177.0,Final
2023,Minnesota,Number of Drug Overdose Deaths,1341.0,Final
2023,Minnesota,"Opioids (T40.0-T40.4,T40.6)",1003.0,Final
2023,Minnesota,Percent with drugs specified,97.76286353,Final
2023,Minnesota,Psychostimulants with abuse potential (T43.6),563.0,Final
2023,Minnesota,"Synthetic opioids, excl. methadone (T40.4)",944.0,Final
2024,Minnesota,Cocaine (T40.5),200.0,Final
2024,Minnesota,Heroin (T40.1),16.0,Final
2024,Minnesota,Methadone (T40.3),40.0,Final
2024,Minnesota,Natural & semi-synthetic opioids (T40.2),95.0,Final
2024,Minnesota,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",127.0,Final
2024,Minnesota,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",676.0,Final
2024,Minnesota,Number of Deaths,49741.0,Final
2024,Minnesota,Number of Drug Overdose Deaths,994.0,Final
2024,Minnesota,"Opioids (T40.0-T40.4,T40.6)",678.0,Final
2024,Minnesota,Percent with drugs specified,98.49094567,Final
2024,Minnesota,Psychostimulants with abuse potential (T43.6),389.0,Final
2024,Minnesota,"Synthetic opioids, excl. methadone (T40.4)",610.0,Final
2025,Minnesota,Cocaine (T40.5),218.0,Provisional
2025,Minnesota,Heroin (T40.1),14.0,Provisional
2025,Minnesota,Methadone (T40.3),44.0,Provisional
2025,Minnesota,Natural & semi-synthetic opioids (T40.2),99.0,Provisional
2025,Minnesota,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",134.0,Provisional
2025,Minnesota,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",686.0,Provisional
2025,Minnesota,Number of Deaths,50414.0,Provisional
2025,Minnesota,Number of Drug Overdose Deaths,1008.0,Provisional
2025,Minnesota,"Opioids (T40.0-T40.4,T40.6)",688.0,Provisional
2025,Minnesota,Percent with drugs specified,98.71031746,Provisional
2025,Minnesota,Psychostimulants with abuse potential (T43.6),404.0,Provisional
2025,Minnesota,"Synthetic opioids, excl. methadone (T40.4)",605.0,Provisional
2015,Mississippi,Cocaine (T40.5),,Final
2015,Mississippi,Heroin (T40.1),,Final
2015,Mississippi,Methadone (T40.3),,Final
2015,Mississippi,Natural & semi-synthetic opioids (T40.2),,Final
2015,Mississippi,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2015,Mississippi,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2015,Mississippi,Number of Deaths,31006.0,Final
2015,Mississippi,Number of Drug Overdose Deaths,333.0,Final
2015,Mississippi,"Opioids (T40.0-T40.4,T40.6)",,Final
2015,Mississippi,Percent with drugs specified,60.66066066,Final
2015,Mississippi,Psychostimulants with abuse potential (T43.6),,Final
2015,Mississippi,"Synthetic opioids, excl. methadone (T40.4)",,Final
2016,Mississippi,Cocaine (T40.5),,Final
2016,Mississippi,Heroin (T40.1),,Final
2016,Mississippi,Methadone (T40.3),,Final
2016,Mississippi,Natural & semi-synthetic opioids (T40.2),,Final
2016,Mississippi,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2016,Mississippi,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2016,Mississippi,Number of Deaths,31016.0,Final
2016,Mississippi,Number of Drug Overdose Deaths,332.0,Final
2016,Mississippi,"Opioids (T40.0-T40.4,T40.6)",,Final
2016,Mississippi,Percent with drugs specified,76.20481928,Final
2016,Mississippi,Psychostimulants with abuse potential (T43.6),,Final
2016,Mississippi,"Synthetic opioids, excl. methadone (T40.4)",,Final
2017,Mississippi,Cocaine (T40.5),,Final
2017,Mississippi,Heroin (T40.1),,Final
2017,Mississippi,Methadone (T40.3),,Final
2017,Mississippi,Natural & semi-synthetic opioids (T40.2),,Final
2017,Mississippi,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2017,Mississippi,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2017,Mississippi,Number of Deaths,31460.0,Final
2017,Mississippi,Number of Drug Overdose Deaths,329.0,Final
2017,Mississippi,"Opioids (T40.0-T40.4,T40.6)",,Final
2017,Mississippi,Percent with drugs specified,81.1550152,Final
2017,Mississippi,Psychostimulants with abuse potential (T43.6),,Final
2017,Mississippi,"Synthetic opioids, excl. methadone (T40.4)",,Final
2018,Mississippi,Cocaine (T40.5),,Final
2018,Mississippi,Heroin (T40.1),,Final
2018,Mississippi,Methadone (T40.3),,Final
2018,Mississippi,Natural & semi-synthetic opioids (T40.2),,Final
2018,Mississippi,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2018,Mississippi,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2018,Mississippi,Number of Deaths,31692.0,Final
2018,Mississippi,Number of Drug Overdose Deaths,290.0,Final
2018,Mississippi,"Opioids (T40.0-T40.4,T40.6)",,Final
2018,Mississippi,Percent with drugs specified,86.55172414,Final
2018,Mississippi,Psychostimulants with abuse potential (T43.6),,Final
2018,Mississippi,"Synthetic opioids, excl. methadone (T40.4)",,Final
2019,Mississippi,Cocaine (T40.5),42.0,Final
2019,Mississippi,Heroin (T40.1),67.0,Final
2019,Mississippi,Methadone (T40.3),,Final
2019,Mississippi,Natural & semi-synthetic opioids (T40.2),94.0,Final
2019,Mississippi,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",101.0,Final
2019,Mississippi,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",197.0,Final
2019,Mississippi,Number of Deaths,32038.0,Final
2019,Mississippi,Number of Drug Overdose Deaths,365.0,Final
2019,Mississippi,"Opioids (T40.0-T40.4,T40.6)",231.0,Final
2019,Mississippi,Percent with drugs specified,95.89041096,Final
2019,Mississippi,Psychostimulants with abuse potential (T43.6),125.0,Final
2019,Mississippi,"Synthetic opioids, excl. methadone (T40.4)",130.0,Final
2020,Mississippi,Cocaine (T40.5),59.0,Final
2020,Mississippi,Heroin (T40.1),63.0,Final
2020,Mississippi,Methadone (T40.3),13.0,Final
2020,Mississippi,Natural & semi-synthetic opioids (T40.2),114.0,Final
2020,Mississippi,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",121.0,Final
2020,Mississippi,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",340.0,Final
2020,Mississippi,Number of Deaths,39309.0,Final
2020,Mississippi,Number of Drug Overdose Deaths,532.0,Final
2020,Mississippi,"Opioids (T40.0-T40.4,T40.6)",369.0,Final
2020,Mississippi,Percent with drugs specified,96.9924812,Final
2020,Mississippi,Psychostimulants with abuse potential (T43.6),211.0,Final
2020,Mississippi,"Synthetic opioids, excl. methadone (T40.4)",280.0,Final
2021,Mississippi,Cocaine (T40.5),90.0,Final
2021,Mississippi,Heroin (T40.1),42.0,Final
2021,Mississippi,Methadone (T40.3),12.0,Final
2021,Mississippi,Natural & semi-synthetic opioids (T40.2),135.0,Final
2021,Mississippi,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",145.0,Final
2021,Mississippi,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",513.0,Final
2021,Mississippi,Number of Deaths,40300.0,Final
2021,Mississippi,Number of Drug Overdose Deaths,746.0,Final
2021,Mississippi,"Opioids (T40.0-T40.4,T40.6)",531.0,Final
2021,Mississippi,Percent with drugs specified,97.1849866,Final
2021,Mississippi,Psychostimulants with abuse potential (T43.6),314.0,Final
2021,Mississippi,"Synthetic opioids, excl. methadone (T40.4)",453.0,Final
2022,Mississippi,Cocaine (T40.5),90.0,Final
2022,Mississippi,Heroin (T40.1),22.0,Final
2022,Mississippi,Methadone (T40.3),,Final
2022,Mississippi,Natural & semi-synthetic opioids (T40.2),89.0,Final
2022,Mississippi,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",93.0,Final
2022,Mississippi,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",487.0,Final
2022,Mississippi,Number of Deaths,36815.0,Final
2022,Mississippi,Number of Drug Overdose Deaths,702.0,Final
2022,Mississippi,"Opioids (T40.0-T40.4,T40.6)",497.0,Final
2022,Mississippi,Percent with drugs specified,96.43874644,Final
2022,Mississippi,Psychostimulants with abuse potential (T43.6),302.0,Final
2022,Mississippi,"Synthetic opioids, excl. methadone (T40.4)",435.0,Final
2023,Mississippi,Cocaine (T40.5),103.0,Final
2023,Mississippi,Heroin (T40.1),18.0,Final
2023,Mississippi,Methadone (T40.3),,Final
2023,Mississippi,Natural & semi-synthetic opioids (T40.2),73.0,Final
2023,Mississippi,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",79.0,Final
2023,Mississippi,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",438.0,Final
2023,Mississippi,Number of Deaths,34025.0,Final
2023,Mississippi,Number of Drug Overdose Deaths,633.0,Final
2023,Mississippi,"Opioids (T40.0-T40.4,T40.6)",446.0,Final
2023,Mississippi,Percent with drugs specified,96.84044234,Final
2023,Mississippi,Psychostimulants with abuse potential (T43.6),275.0,Final
2023,Mississippi,"Synthetic opioids, excl. methadone (T40.4)",400.0,Final
2024,Mississippi,Cocaine (T40.5),80.0,Final
2024,Mississippi,Heroin (T40.1),,Final
2024,Mississippi,Methadone (T40.3),,Final
2024,Mississippi,Natural & semi-synthetic opioids (T40.2),48.0,Final
2024,Mississippi,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",54.0,Final
2024,Mississippi,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",284.0,Final
2024,Mississippi,Number of Deaths,34174.0,Final
2024,Mississippi,Number of Drug Overdose Deaths,491.0,Final
2024,Mississippi,"Opioids (T40.0-T40.4,T40.6)",287.0,Final
2024,Mississippi,Percent with drugs specified,98.16700611,Final
2024,Mississippi,Psychostimulants with abuse potential (T43.6),238.0,Final
2024,Mississippi,"Synthetic opioids, excl. methadone (T40.4)",250.0,Final
2025,Mississippi,Cocaine (T40.5),79.0,Provisional
2025,Mississippi,Heroin (T40.1),,Provisional
2025,Mississippi,Methadone (T40.3),,Provisional
2025,Mississippi,Natural & semi-synthetic opioids (T40.2),45.0,Provisional
2025,Mississippi,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",48.0,Provisional
2025,Mississippi,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",250.0,Provisional
2025,Mississippi,Number of Deaths,34307.0,Provisional
2025,Mississippi,Number of Drug Overdose Deaths,466.0,Provisional
2025,Mississippi,"Opioids (T40.0-T40.4,T40.6)",252.0,Provisional
2025,Mississippi,Percent with drugs specified,97.85407725,Provisional
2025,Mississippi,Psychostimulants with abuse potential (T43.6),224.0,Provisional
2025,Mississippi,"Synthetic opioids, excl. methadone (T40.4)",219.0,Provisional
2015,Missouri,Cocaine (T40.5),,Final
2015,Missouri,Heroin (T40.1),,Final
2015,Missouri,Methadone (T40.3),,Final
2015,Missouri,Natural & semi-synthetic opioids (T40.2),,Final
2015,Missouri,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2015,Missouri,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2015,Missouri,Number of Deaths,61995.0,Final
2015,Missouri,Number of Drug Overdose Deaths,1087.0,Final
2015,Missouri,"Opioids (T40.0-T40.4,T40.6)",,Final
2015,Missouri,Percent with drugs specified,84.4526219,Final
2015,Missouri,Psychostimulants with abuse potential (T43.6),,Final
2015,Missouri,"Synthetic opioids, excl. methadone (T40.4)",,Final
2016,Missouri,Cocaine (T40.5),,Final
2016,Missouri,Heroin (T40.1),,Final
2016,Missouri,Methadone (T40.3),,Final
2016,Missouri,Natural & semi-synthetic opioids (T40.2),,Final
2016,Missouri,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2016,Missouri,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2016,Missouri,Number of Deaths,61888.0,Final
2016,Missouri,Number of Drug Overdose Deaths,1386.0,Final
2016,Missouri,"Opioids (T40.0-T40.4,T40.6)",,Final
2016,Missouri,Percent with drugs specified,86.002886,Final
2016,Missouri,Psychostimulants with abuse potential (T43.6),,Final
2016,Missouri,"Synthetic opioids, excl. methadone (T40.4)",,Final
2017,Missouri,Cocaine (T40.5),,Final
2017,Missouri,Heroin (T40.1),,Final
2017,Missouri,Methadone (T40.3),,Final
2017,Missouri,Natural & semi-synthetic opioids (T40.2),,Final
2017,Missouri,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2017,Missouri,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2017,Missouri,Number of Deaths,64202.0,Final
2017,Missouri,Number of Drug Overdose Deaths,1398.0,Final
2017,Missouri,"Opioids (T40.0-T40.4,T40.6)",,Final
2017,Missouri,Percent with drugs specified,89.91416309,Final
2017,Missouri,Psychostimulants with abuse potential (T43.6),,Final
2017,Missouri,"Synthetic opioids, excl. methadone (T40.4)",,Final
2018,Missouri,Cocaine (T40.5),132.0,Final
2018,Missouri,Heroin (T40.1),360.0,Final
2018,Missouri,Methadone (T40.3),40.0,Final
2018,Missouri,Natural & semi-synthetic opioids (T40.2),238.0,Final
2018,Missouri,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",271.0,Final
2018,Missouri,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1052.0,Final
2018,Missouri,Number of Deaths,65507.0,Final
2018,Missouri,Number of Drug Overdose Deaths,1635.0,Final
2018,Missouri,"Opioids (T40.0-T40.4,T40.6)",1153.0,Final
2018,Missouri,Percent with drugs specified,90.39755352,Final
2018,Missouri,Psychostimulants with abuse potential (T43.6),369.0,Final
2018,Missouri,"Synthetic opioids, excl. methadone (T40.4)",881.0,Final
2019,Missouri,Cocaine (T40.5),149.0,Final
2019,Missouri,Heroin (T40.1),229.0,Final
2019,Missouri,Methadone (T40.3),30.0,Final
2019,Missouri,Natural & semi-synthetic opioids (T40.2),220.0,Final
2019,Missouri,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",242.0,Final
2019,Missouri,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1040.0,Final
2019,Missouri,Number of Deaths,64777.0,Final
2019,Missouri,Number of Drug Overdose Deaths,1603.0,Final
2019,Missouri,"Opioids (T40.0-T40.4,T40.6)",1105.0,Final
2019,Missouri,Percent with drugs specified,92.82595134,Final
2019,Missouri,Psychostimulants with abuse potential (T43.6),450.0,Final
2019,Missouri,"Synthetic opioids, excl. methadone (T40.4)",897.0,Final
2020,Missouri,Cocaine (T40.5),208.0,Final
2020,Missouri,Heroin (T40.1),150.0,Final
2020,Missouri,Methadone (T40.3),26.0,Final
2020,Missouri,Natural & semi-synthetic opioids (T40.2),214.0,Final
